Prodi;Kode Mata Kuliah;Mata Kuliah;Jumlah Mahasiswa;Jumlah Mahasiswa per Ruangan;Kelas;Dosen;Ujian;Hari;Tanggal;Waktu;Ruangan;"No Urut Absen Mahasiswa
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;42;21;IF-47-05;SLL;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0714;1 - 21;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;42;21;IF-47-05;SLL;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0715;22 - 42;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;37;19;IF-47-06;DNH;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A203B) KU1.02.06;1 - 19;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;37;18;IF-47-06;DNH;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A204A) KU1.02.07;20 - 37;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;40;20;IF-47-07;SLL;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0602;1 - 20;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;40;20;IF-47-07;SLL;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0603;21 - 40;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;45;23;IF-47-08;RIE;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0716;1 - 23;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;45;22;IF-47-08;RIE;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0601;24 - 45;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;40;20;IF-47-09;DNH;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A207A) KU1.02.13;1 - 20;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;40;20;IF-47-09;DNH;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A207B) KU1.02.14;21 - 40;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;37;19;IF-47-10;RMB;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A208A) KU1.02.15;1 - 19;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;37;18;IF-47-10;RMB;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A208B) KU1.02.16;20 - 37;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;40;20;IF-47-11;KMM;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A303A) KU1.03.05;1 - 20;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;40;20;IF-47-11;KMM;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A303B) KU1.03.06;21 - 40;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;44;22;IF-47-12;KMM;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A304A) KU1.03.07;1 - 22;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;44;22;IF-47-12;KMM;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A304B) KU1.03.08;23 - 44;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;26;26;IF-47-INT;GIA;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT-1509;1 - 26;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;46;23;IFX-47-GAB;ABK;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A308B) KU1.03.10;1 - 23;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;46;23;IFX-47-GAB;ABK;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A308A) KU1.03.11;24 - 46;1;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;35;18;IF-47-01;CSO;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0701;1 - 18;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;35;17;IF-47-01;CSO;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0702;19 - 35;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;44;22;IF-47-02;NAT;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0707;1 - 22;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;44;22;IF-47-02;NAT;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0709;23 - 44;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;39;20;IF-47-03;NAT;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0710;1 - 20;2;
;;;;;;;;;;;;;;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;39;19;IF-47-03;NAT;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0711;21 - 39;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;37;19;IF-47-04;HAU;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;KU3.03.02;1 - 19;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;37;18;IF-47-04;HAU;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;KU3.03.03;20 - 37;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;39;20;IF-47-05;HAU;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;KU3.04.19;1 - 20;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;39;19;IF-47-05;HAU;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;KU3.04.20;21 - 39;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;35;18;IF-47-06;PHG;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0603;1 - 18;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;35;17;IF-47-06;PHG;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0714;19 - 35;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;40;20;IF-47-07;PHG;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0715;1 - 20;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;40;20;IF-47-07;PHG;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0716;21 - 40;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;40;20;IF-47-08;VLY;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0703;1 - 20;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;40;20;IF-47-08;VLY;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0706;21 - 40;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;34;17;IF-47-09;GAW;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0601;1 - 17;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;34;17;IF-47-09;GAW;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT 0602;18 - 34;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;35;18;IF-47-10;SYP;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;KU3.04.01;1 - 18;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;35;17;IF-47-10;SYP;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;KU3.04.18;19 - 35;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;39;20;IF-47-11;SYP;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;KU3.05.12;1 - 20;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;39;19;IF-47-11;SYP;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;KU3.05.13;21 - 39;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;35;18;IF-47-12;SYP;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;KU3.05.14;1 - 18;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;35;17;IF-47-12;SYP;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;KU3.05.15;19 - 35;2;
S1 Informatika;CAK2CAB3;SISTEM BASIS DATA;25;25;IF-47-INT;GAW;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;TULT-1510;1 - 25;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;36;18;IF-47-01;FSV;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT 0701;1 - 18;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;36;18;IF-47-01;FSV;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT 0702;19 - 36;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;43;22;IF-47-02;HUI;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT 0703;1 - 22;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;43;21;IF-47-02;HUI;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT 0706;23 - 43;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;38;19;IF-47-03;SMS;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT 0714;1 - 19;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;38;19;IF-47-03;SMS;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT 0715;20 - 38;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;37;19;IF-47-04;AUN;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;(A303A) KU1.03.05;1 - 19;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;37;18;IF-47-04;AUN;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;(A303B) KU1.03.06;20 - 37;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;41;21;IF-47-05;PEY;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT 0601;1 - 21;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;41;20;IF-47-05;PEY;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT 0602;22 - 41;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;35;18;IF-47-06;ELN;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT 0707;1 - 18;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;35;17;IF-47-06;ELN;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT 0709;19 - 35;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;39;20;IF-47-07;ELN;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT 0710;1 - 20;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;39;19;IF-47-07;ELN;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT 0711;21 - 39;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;39;20;IF-47-08;UFP;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;(A203B) KU1.02.06;1 - 20;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;39;19;IF-47-08;UFP;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;(A204A) KU1.02.07;21 - 39;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;39;20;IF-47-09;UFP;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;(A204B) KU1.02.08;1 - 20;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;39;19;IF-47-09;UFP;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;(A207A) KU1.02.13;21 - 39;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;38;19;IF-47-10;UFP;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;(A207B) KU1.02.14;1 - 19;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;38;19;IF-47-10;UFP;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;(A208A) KU1.02.15;20 - 38;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;38;19;IF-47-11;AUN;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;(A304A) KU1.03.07;1 - 19;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;38;19;IF-47-11;AUN;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;(A304B) KU1.03.08;20 - 38;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;35;18;IF-47-12;AUN;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;(A308B) KU1.03.10;1 - 18;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;35;17;IF-47-12;AUN;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;(A308A) KU1.03.11;19 - 35;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;29;15;IF-47-INT;DQU;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT-1509;1 - 15;2;
S1 Informatika;CAK2EAB4;STRUKTUR DATA;29;14;IF-47-INT;DQU;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;TULT-1510;16 - 29;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;45;23;IF-47-01;ASA;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT 0701;1 - 23;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;45;22;IF-47-01;ASA;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT 0702;24 - 45;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;45;23;IF-47-02;ASA;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT 0703;1 - 23;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;45;22;IF-47-02;ASA;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT 0706;24 - 45;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;42;21;IF-47-03;ASA;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT 0707;1 - 21;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;42;21;IF-47-03;ASA;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT 0709;22 - 42;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;41;21;IF-47-04;ASA;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT 0710;1 - 21;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;41;20;IF-47-04;ASA;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT 0711;22 - 41;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;44;22;IF-47-05;ASA;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT 0714;1 - 22;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;44;22;IF-47-05;ASA;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT 0715;23 - 44;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;35;18;IF-47-06;HUI;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A203B) KU1.02.06;1 - 18;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;35;17;IF-47-06;HUI;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A204A) KU1.02.07;19 - 35;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;42;21;IF-47-07;DDR;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A207A) KU1.02.13;1 - 21;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;42;21;IF-47-07;DDR;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A207B) KU1.02.14;22 - 42;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;45;23;IF-47-08;DDR;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A208A) KU1.02.15;1 - 23;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;45;22;IF-47-08;DDR;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A208B) KU1.02.16;24 - 45;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;37;19;IF-47-09;AIH;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A303A) KU1.03.05;1 - 19;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;37;18;IF-47-09;AIH;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A303B) KU1.03.06;20 - 37;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;39;20;IF-47-10;AIH;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A304A) KU1.03.07;1 - 20;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;39;19;IF-47-10;AIH;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A304B) KU1.03.08;21 - 39;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;40;20;IF-47-11;FAQ;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A308B) KU1.03.10;1 - 20;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;40;20;IF-47-11;FAQ;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A310) KU1.03.14;21 - 40;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;43;22;IF-47-12;PEY;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A308A) KU1.03.11;1 - 22;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;43;21;IF-47-12;PEY;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;(A307B) KU1.03.12;23 - 43;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;32;16;IF-47-INT;GIA;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT-1509;1 - 16;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;32;16;IF-47-INT;GIA;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT-1510;17 - 32;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;49;25;IFX-47-GAB;ABK;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT 0601;1 - 25;2;
S1 Informatika;CAK2FAB2;TEORI BAHASA DAN AUTOMATA;49;24;IFX-47-GAB;ABK;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;TULT 0602;26 - 49;2;
S1 Informatika;CAK2GAB3;TEORI PELUANG;38;38;IF-47-01;IPL;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;TULT 0701;1 - 38;1;
S1 Informatika;CAK2GAB3;TEORI PELUANG;39;39;IF-47-10;IND;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;TULT 0702;1 - 39;1;
S1 Informatika;CAK2GAB3;TEORI PELUANG;40;40;IF-47-03;RFU;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;TULT 0602;1 - 40;1;
S1 Informatika;CAK2GAB3;TEORI PELUANG;45;45;IF-47-04;RFU;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;TULT 0603;1 - 45;1;
S1 Informatika;CAK2GAB3;TEORI PELUANG;41;41;IF-47-05;SUS;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;TULT 0703;1 - 41;1;
S1 Informatika;CAK2GAB3;TEORI PELUANG;35;35;IF-47-06;SUS;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;TULT 0706;1 - 35;1;
S1 Informatika;CAK2GAB3;TEORI PELUANG;42;42;IF-47-07;WYT;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;TULT 0707;1 - 42;1;
S1 Informatika;CAK2GAB3;TEORI PELUANG;40;40;IF-47-08;WYT;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;TULT 0709;1 - 40;1;
S1 Informatika;CAK2GAB3;TEORI PELUANG;37;37;IF-47-09;EDW;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;TULT 0710;1 - 37;1;
S1 Informatika;CAK2GAB3;TEORI PELUANG;38;38;IF-47-02;EDW;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;TULT 0711;1 - 38;1;
S1 Informatika;CAK2GAB3;TEORI PELUANG;39;39;IF-47-11;FSO;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;TULT 0714;1 - 39;1;
S1 Informatika;CAK2GAB3;TEORI PELUANG;38;38;IF-47-12;FSO;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;TULT 0715;1 - 38;1;
S1 Informatika;CAK2GAB3;TEORI PELUANG;27;27;IF-47-INT;IPL;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;TULT-1510;1 - 27;1;
S1 Informatika;CAK2KAB4;PEMROGRAMAN BERORIENTASI OBJEK;39;20;IF-46-01;NTT;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;TULT 0601;1 - 20;2;
S1 Informatika;CAK2KAB4;PEMROGRAMAN BERORIENTASI OBJEK;39;19;IF-46-01;NTT;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;TULT 0602;21 - 20;2;
S1 Informatika;CAK2KAB4;PEMROGRAMAN BERORIENTASI OBJEK;41;21;IF-46-02;UAI;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;TULT 0701;1 - 21;2;
S1 Informatika;CAK2KAB4;PEMROGRAMAN BERORIENTASI OBJEK;41;20;IF-46-02;UAI;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;TULT 0702;22 - 21;2;
S1 Informatika;CAK2KAB4;PEMROGRAMAN BERORIENTASI OBJEK;33;17;IF-46-03;DWD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;TULT 0703;1 - 17;2;
S1 Informatika;CAK2KAB4;PEMROGRAMAN BERORIENTASI OBJEK;33;16;IF-46-03;DWD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;TULT 0706;18 - 17;2;
S1 Informatika;CAK2KAB4;PEMROGRAMAN BERORIENTASI OBJEK;28;14;IF-46-04;BTG;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;TULT 0707;1 - 14;2;
