Prodi;Kode Mata Kuliah;Mata Kuliah;Jumlah Mahasiswa;Jumlah Mahasiswa per Ruangan;Kelas;Dosen;Ujian;Hari;Tanggal;Waktu;Ruangan;"No Urut Absen Mahasiswa
S1 Rekayasa Perangkat Lunak;CCK3FAB3;PENJAMINAN MUTU PERANGKAT LUNAK;29;15;SE-46-04;SWD;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;KU3.05.12;1 - 15;2;
S1 Rekayasa Perangkat Lunak;CCK3FAB3;PENJAMINAN MUTU PERANGKAT LUNAK;29;14;SE-46-04;SWD;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;KU3.05.13;16 - 29;2;
S1 Rekayasa Perangkat Lunak;CCK4IBB3;DEVOPS;46;23;SE-45-GAB;VLY;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A307A) KU1.03.13;1 - 23;0;
S1 Rekayasa Perangkat Lunak;CCK4IBB3;DEVOPS;46;23;SE-45-GAB;VLY;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A307B) KU1.03.12;24 - 46;0;
S1 Sains Data;CDK1BDB2;STATISTIKA;38;38;DS-48-01;JDN;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;TULT 0601;1 - 38;1;
S1 Sains Data;CDK1BDB2;STATISTIKA;38;38;DS-48-02;JDN;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;TULT 0602;1 - 38;1;
S1 Sains Data;CDK1BDB2;STATISTIKA;37;37;DS-48-03;SUS;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;TULT 0603;1 - 37;1;
S1 Sains Data;CDK1EAB3;KALKULUS;38;19;DS-48-01;DNS;ONSITE;KAMIS;7 Nov 2024;10.45 - 13.00 WIB;(A307A) KU1.03.13;1 - 38;2;
S1 Sains Data;CDK1EAB3;KALKULUS;38;19;DS-48-02;AZN;ONSITE;KAMIS;7 Nov 2024;10.45 - 13.00 WIB;(A307B) KU1.03.12;1 - 38;2;
S1 Sains Data;CDK1EAB3;KALKULUS;37;19;DS-48-03;KMQ;ONSITE;KAMIS;7 Nov 2024;10.45 - 13.00 WIB;(A310) KU1.03.14;1 - 37;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;49;25;IT-47-02;RDC;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.04.19;1 - 25;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;49;24;IT-47-02;RDC;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.04.20;26 - 49;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;41;21;IT-47-03;LHF;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.05.12;1 - 21;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;41;20;IT-47-03;LHF;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.05.13;22 - 41;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;38;19;IT-47-04;RDC;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.05.14;1 - 19;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;38;19;IT-47-04;RDC;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.05.15;20 - 38;2;
S1 Sains Data;CDK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;39;20;DS-47-01;RMB;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.04.19;1 - 20;2;
S1 Sains Data;CDK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;39;19;DS-47-01;RMB;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.04.20;21 - 39;2;
S1 Sains Data;CDK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;43;22;DS-47-02;SLL;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0710;1 - 22;2;
S1 Sains Data;CDK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;43;21;DS-47-02;SLL;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0711;23 - 43;2;
S1 Sains Data;CDK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;39;20;DS-47-03;RMB;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.05.14;1 - 20;2;
S1 Sains Data;CDK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;39;19;DS-47-03;RMB;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.05.15;21 - 39;2;
S1 Sains Data;CDK2CAB3;SISTEM MANAJEMEN BASIS DATA;39;20;DS-47-01;PHG;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A303A) KU1.03.05;1 - 20;1;
S1 Sains Data;CDK2CAB3;SISTEM MANAJEMEN BASIS DATA;39;19;DS-47-01;PHG;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A303B) KU1.03.06;21 - 39;1;
S1 Sains Data;CDK2CAB3;SISTEM MANAJEMEN BASIS DATA;42;21;DS-47-02;MAB;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A304A) KU1.03.07;1 - 21;1;
S1 Sains Data;CDK2CAB3;SISTEM MANAJEMEN BASIS DATA;42;21;DS-47-02;MAB;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A304B) KU1.03.08;22 - 42;1;
S1 Sains Data;CDK2CAB3;SISTEM MANAJEMEN BASIS DATA;39;20;DS-47-03;MAB;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A308A) KU1.03.11;1 - 20;1;
S1 Sains Data;CDK2CAB3;SISTEM MANAJEMEN BASIS DATA;39;19;DS-47-03;MAB;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A308B) KU1.03.10;21 - 39;1;
S1 Sains Data;CDK2DAB3;PEMODELAN, SIMULASI, DAN OPTIMASI;38;38;DS-47-01;JDN;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;KU3.05.12;1 - 38;1;
S1 Sains Data;CDK2DAB3;PEMODELAN, SIMULASI, DAN OPTIMASI;44;44;DS-47-02;JDN;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;KU3.05.13;1 - 44;1;
S1 Sains Data;CDK2DAB3;PEMODELAN, SIMULASI, DAN OPTIMASI;39;39;DS-47-03;NIK;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;KU3.05.14;1 - 39;1;
S1 Sains Data;CDK2FAB3;KECERDASAN BUATAN;38;38;DS-47-01;RRD;ONSITE;SENIN;4 Nov 2024;10.45 - 13.00 WIB;TULT 0714;1 - 38;1;
S1 Sains Data;CDK2FAB3;KECERDASAN BUATAN;41;41;DS-47-02;RRD;ONSITE;SENIN;4 Nov 2024;10.45 - 13.00 WIB;TULT 0715;1 - 41;1;
S1 Sains Data;CDK2FAB3;KECERDASAN BUATAN;40;40;DS-47-03;ACK;ONSITE;SENIN;4 Nov 2024;10.45 - 13.00 WIB;TULT 0716;1 - 40;1;
S1 Sains Data;CDK3BAB4;PEMROGRAMAN BERORIENTASI OBJEK;40;19;DS-46-01;MTD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;(A303B) KU1.03.06;1 - 19;2;
S1 Sains Data;CDK3BAB4;PEMROGRAMAN BERORIENTASI OBJEK;40;18;DS-46-01;MTD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;(A304A) KU1.03.07;20 - 37;2;
S1 Sains Data;CDK3BAB4;PEMROGRAMAN BERORIENTASI OBJEK;40;19;DS-46-02;DWD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;(A304B) KU1.03.08;1 - 19;2;
S1 Sains Data;CDK3BAB4;PEMROGRAMAN BERORIENTASI OBJEK;40;18;DS-46-02;DWD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;(A307A) KU1.03.13;20 - 37;2;
S1 Sains Data;CDK3BAB4;PEMROGRAMAN BERORIENTASI OBJEK;40;15;DS-46-03;DWD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;(A307B) KU1.03.12;1 - 15;2;
S1 Sains Data;CDK3BAB4;PEMROGRAMAN BERORIENTASI OBJEK;40;15;DS-46-03;DWD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;(A308A) KU1.03.11;16 - 30;2;
S1 Sains Data;CDK3EAB3;ANALISIS DERET WAKTU;40;20;DS-46-01;IND;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A203B) KU1.02.06;1 - 20;1;
S1 Sains Data;CDK3EAB3;ANALISIS DERET WAKTU;40;19;DS-46-01;IND;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A204A) KU1.02.07;21 - 39;1;
S1 Sains Data;CDK3EAB3;ANALISIS DERET WAKTU;40;18;DS-46-02;SSI;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A204B) KU1.02.08;1 - 18;1;
S1 Sains Data;CDK3EAB3;ANALISIS DERET WAKTU;40;17;DS-46-02;SSI;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A207A) KU1.02.13;19 - 35;1;
S1 Sains Data;CDK3EAB3;ANALISIS DERET WAKTU;40;20;DS-46-03;HFL;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A207B) KU1.02.14;1 - 20;1;
S1 Sains Data;CDK3EAB3;ANALISIS DERET WAKTU;40;20;DS-46-03;HFL;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A208A) KU1.02.15;21 - 40;1;
S1 Rekayasa Perangkat Lunak;UAKXACB2;AGAMA ISLAM;66;66;SE-48-GAB01;FHI;ONLINE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 66;0;
S1 Rekayasa Perangkat Lunak;UAKXACB2;AGAMA ISLAM;70;70;SE-48-GAB02;FHI;ONLINE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 70;0;
S1 Rekayasa Perangkat Lunak;UAKXACB2;AGAMA ISLAM;80;80;SE-46-GAB01;FHI;ONLINE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 80;0;
S1 Rekayasa Perangkat Lunak;UAKXACB2;AGAMA ISLAM;27;27;SE-46-GAB02;FHI;ONLINE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 27;0;
S1 Rekayasa Perangkat Lunak;UAKXACB2;AGAMA ISLAM;19;19;SE-46-GAB03;FHI;ONLINE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 19;0;
S1 Teknologi Informasi;CBK2CAB3;SISTEM MULTIMEDIA;39;20;IT-47-KHS;WKF;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;KU3.03.02;1 - 20;2;
S1 Teknologi Informasi;CBK2CAB3;SISTEM MULTIMEDIA;39;19;IT-47-KHS;WKF;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;KU3.03.03;21 - 39;2;
S1 Teknologi Informasi;CBK2CAB3;SISTEM MULTIMEDIA;42;21;IT-47-01;WKF;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;KU3.04.01;1 - 21;2;
S1 Teknologi Informasi;CBK2CAB3;SISTEM MULTIMEDIA;42;21;IT-47-01;WKF;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;KU3.04.18;22 - 42;2;
S1 Teknologi Informasi;CBK2CAB3;SISTEM MULTIMEDIA;37;19;IT-47-02;ACK;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;KU3.04.19;1 - 19;2;
S1 Teknologi Informasi;CBK2CAB3;SISTEM MULTIMEDIA;37;18;IT-47-02;ACK;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;KU3.04.20;20 - 37;2;
S1 Teknologi Informasi;CBK2CAB3;SISTEM MULTIMEDIA;32;16;IT-47-03;IWU;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;KU3.05.12;1 - 16;2;
S1 Teknologi Informasi;CBK2CAB3;SISTEM MULTIMEDIA;32;16;IT-47-03;IWU;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;KU3.05.13;17 - 32;2;
S1 Teknologi Informasi;CBK2CAB3;SISTEM MULTIMEDIA;39;20;IT-47-04;IWU;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;KU3.05.14;1 - 20;2;
S1 Teknologi Informasi;CBK2CAB3;SISTEM MULTIMEDIA;39;19;IT-47-04;IWU;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;KU3.05.15;21 - 39;2;
S1 Teknologi Informasi;CBK4QBB3;KUALITAS INFORMASI;48;48;IT-45-GAB;FVE;ONLINE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A310) KU1.03.14;1 - 48;0;
S1 Informatika;CAK3BAB3;IMPLEMENTASI DAN PENGUJIAN PERANGKAT LUNAK;34;34;IF-46-02;IBD;ONLINE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 34;DOSEN KELAS;
S1 Informatika;CAK3BAB3;IMPLEMENTASI DAN PENGUJIAN PERANGKAT LUNAK;37;37;IF-46-03;AFH;ONLINE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 37;DOSEN KELAS;
S1 Informatika;CAK3BAB3;IMPLEMENTASI DAN PENGUJIAN PERANGKAT LUNAK;37;37;IF-46-04;BRV;ONLINE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 37;DOSEN KELAS;
S1 Informatika;CAK3BAB3;IMPLEMENTASI DAN PENGUJIAN PERANGKAT LUNAK;35;35;IF-46-05;AFH;ONLINE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 35;DOSEN KELAS;
S1 Informatika;CAK3BAB3;IMPLEMENTASI DAN PENGUJIAN PERANGKAT LUNAK;33;33;IF-46-06;EKD;ONLINE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 33;DOSEN KELAS;
S1 Informatika;CAK3BAB3;IMPLEMENTASI DAN PENGUJIAN PERANGKAT LUNAK;35;35;IF-46-07;HAU;ONLINE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 35;DOSEN KELAS;
S1 Informatika;CAK3BAB3;IMPLEMENTASI DAN PENGUJIAN PERANGKAT LUNAK;36;36;IF-46-11;FLF;ONLINE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 36;DOSEN KELAS;
S1 Informatika;CAK3BAB3;IMPLEMENTASI DAN PENGUJIAN PERANGKAT LUNAK;41;41;IF-46-12;AFH;ONLINE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 41;DOSEN KELAS;
S1 Informatika;CAK3BAB3;IMPLEMENTASI DAN PENGUJIAN PERANGKAT LUNAK;32;32;IF-46-INT;EKD;ONLINE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 32;DOSEN KELAS;
S1 Informatika;CAK3BAB3;IMPLEMENTASI DAN PENGUJIAN PERANGKAT LUNAK;32;32;IF-46-08;TRK;ONLINE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 32;DOSEN KELAS;
S1 Informatika;CAK3BAB3;IMPLEMENTASI DAN PENGUJIAN PERANGKAT LUNAK;38;38;IF-46-10;BRV;ONLINE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 38;DOSEN KELAS;
S1 Informatika;CAK3BAB3;IMPLEMENTASI DAN PENGUJIAN PERANGKAT LUNAK;35;35;IF-46-09;BRV;ONLINE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 35;DOSEN KELAS;
S1 Informatika;CAK3BAB3;IMPLEMENTASI DAN PENGUJIAN PERANGKAT LUNAK;38;38;IF-46-01;IBD;ONLINE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 38;DOSEN KELAS;
S1 Sains Data;CFK6OHB3;KEJAHATAN DAN HUKUM PADA DUNIA SIBER;14;14;S2SF-47-02;FSY;ONLINE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;E302;1 - 14;1;
S1 Sains Data;CDK1ADB3;PENDIDIKAN KARAKTER;40;38;DS-48-01;NGN;ONLINE;SENIN;4 Nov 2024;10.45 - 13.00 WIB;ONLINE;1 - 38;0;
S1 Sains Data;CDK1ADB3;PENDIDIKAN KARAKTER;40;38;DS-48-02;NGN;ONLINE;SENIN;4 Nov 2024;10.45 - 13.00 WIB;ONLINE;1 - 38;0;
S1 Sains Data;CDK1ADB3;PENDIDIKAN KARAKTER;40;37;DS-48-03;JDN;ONLINE;SENIN;4 Nov 2024;10.45 - 13.00 WIB;ONLINE;1 - 37;0;
S1 Sains Data;CDK3FAB3;REKAYASA SISTEM INFORMASI;40;25;DS-46-01;EKD;ONLINE;KAMIS;7 Nov 2024;10.45 - 13.00 WIB;ONLINE;1 - 25;DOSEN KELAS;
S1 Sains Data;CDK3FAB3;REKAYASA SISTEM INFORMASI;40;32;DS-46-02;SOL;ONLINE;KAMIS;7 Nov 2024;10.45 - 13.00 WIB;ONLINE;1 - 32;DOSEN KELAS;
S1 Sains Data;CDK3FAB3;REKAYASA SISTEM INFORMASI;40;36;DS-46-03;YPR;ONLINE;KAMIS;7 Nov 2024;10.45 - 13.00 WIB;ONLINE;1 - 36;DOSEN KELAS;
S1 Informatika;CAK1DAB3;LOGIKA MATEMATIKA;42;42;IF-48-01;DTO;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;TULT 0601;1 - 42;1;
S1 Informatika;CAK1DAB3;LOGIKA MATEMATIKA;40;40;IF-48-02;BBD;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;TULT 0602;1 - 40;1;
S1 Informatika;CAK1DAB3;LOGIKA MATEMATIKA;43;43;IF-48-03;WKF;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;TULT 0603;1 - 43;1;
S1 Informatika;CAK1DAB3;LOGIKA MATEMATIKA;41;41;IF-48-04;JSM;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;TULT 0701;1 - 41;1;
S1 Informatika;CAK1DAB3;LOGIKA MATEMATIKA;40;40;IF-48-05;LZD;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;TULT 0702;1 - 40;1;
S1 Informatika;CAK1DAB3;LOGIKA MATEMATIKA;40;40;IF-48-06;RFU;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;TULT 0703;1 - 40;1;
S1 Informatika;CAK1DAB3;LOGIKA MATEMATIKA;40;40;IF-48-07;TMY;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;TULT 0706;1 - 40;1;
S1 Informatika;CAK1DAB3;LOGIKA MATEMATIKA;39;39;IF-48-08;TMY;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;TULT 0707;1 - 39;1;
S1 Informatika;CAK1DAB3;LOGIKA MATEMATIKA;39;39;IF-48-09;MIG;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;TULT 0709;1 - 39;1;
S1 Informatika;CAK1DAB3;LOGIKA MATEMATIKA;39;39;IF-48-10;MIG;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;TULT 0710;1 - 39;1;
S1 Informatika;CAK1DAB3;LOGIKA MATEMATIKA;40;40;IF-48-11;RWT;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;TULT 0711;1 - 40;1;
S1 Informatika;CAK1DAB3;LOGIKA MATEMATIKA;40;40;IF-48-12;RWT;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;TULT 0714;1 - 40;1;
S1 Informatika;CAK1DAB3;LOGIKA MATEMATIKA;33;33;IF-48-INT;BBD;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;TULT-1509;1 - 33;1;
S1 Teknologi Informasi;CBK4NBB3;TATA KELOLA TEKNOLOGI INFORMASI;53;27;IT-45-GAB;FSY;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;(A207B) KU1.02.14;1 - 27;2;
S1 Teknologi Informasi;CBK4NBB3;TATA KELOLA TEKNOLOGI INFORMASI;53;26;IT-45-GAB;FSY;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;(A208A) KU1.02.15;28 - 53;2;
S1 Rekayasa Perangkat Lunak;CCK1JAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;43;43;SE-47-01;SRN;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;TULT 0603;1 - 43;2;
S1 Rekayasa Perangkat Lunak;CCK1JAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;44;44;SE-47-02;FBW;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;TULT 0714;1 - 44;2;
S1 Rekayasa Perangkat Lunak;CCK1JAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;37;37;SE-47-03;MMA;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;TULT 0715;1 - 37;2;
S1 Rekayasa Perangkat Lunak;CCK1JAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;40;40;SE-47-04;FBW;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;TULT 0716;1 - 40;2;
S2 Forensik;CFK6WHB3;PRIVASI DAN HAK DIGITAL;9;9;S2SF-47-02;FSY;ONLINE;RABU;7 Nov 2024;08.00 - 10.15 WIB;Zoom Individu;1 - 9;1;
S1 Informatika PJJ;CAK1DAB3;LOGIKA MATEMATIKA;41;41;IF-48-01PJJ;IZA;ONLINE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 41;1;
S1 Informatika PJJ;CAK1DAB3;LOGIKA MATEMATIKA;42;42;IF-48-02PJJ;IZA;ONLINE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 42;1;
S1 Informatika PJJ;CAK1DAB3;LOGIKA MATEMATIKA;40;40;IF-48-03PJJ;LZD;ONLINE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 40;1;
S1 Sains Data;CDK3AAB3;MANAJEMEN PROYEK;40;20;DS-46-01;IDL;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;(A207B) KU1.02.14;1 - 20;1;
S1 Sains Data;CDK3AAB3;MANAJEMEN PROYEK;40;20;DS-46-01;IDL;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;(A203B) KU1.02.06;21 - 40;1;
S1 Sains Data;CDK3AAB3;MANAJEMEN PROYEK;47;24;DS-46-02;SOL;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;(A208A) KU1.02.15;1 - 24;1;
S1 Sains Data;CDK3AAB3;MANAJEMEN PROYEK;47;23;DS-46-02;SOL;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;(A204A) KU1.02.07;25 - 47;1;
S1 Sains Data;CDK3AAB3;MANAJEMEN PROYEK;44;22;DS-46-03;TYH;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;(A208B) KU1.02.16;1 - 22;1;
S1 Sains Data;CDK3AAB3;MANAJEMEN PROYEK;44;22;DS-46-03;TYH;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;(A204B) KU1.02.08;23 - 44;1;
S1 Sains Data;CDK1DAB3;LOGIKA MATEMATIKA;40;40;DS-48-01;IYK;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;(A308B) KU1.03.10;1 - 40;1;
S1 Sains Data;CDK1DAB3;LOGIKA MATEMATIKA;40;42;DS-48-02;AZN;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;(A308A) KU1.03.11;1 - 42;1;
S1 Sains Data;CDK1DAB3;LOGIKA MATEMATIKA;40;38;DS-48-03;YAI;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;(A307B) KU1.03.12;1 - 38;1;
S1 Rekayasa Perangkat Lunak;CCK3GAB4;PENGUJIAN PERANGKAT LUNAK;4;4;SE-45-GAB;RSC;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT 0603;1 - 4;1;
